Item Type,title,year,issue_date,publisher,address,volume,number,url,doi,abstract,journal,month,articleno,numpages,keywords,Authors,isbn,booktitle,pages,location,series,issn
inproceedings,"Exploiting pervasive leaked EM signals for communication, charging and sensing",2024,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3643832.3661390,10.1145/3643832.3661390,"Since the first successful wireless transmission across the Bristol Channel in 1897, wireless technologies have revolutionized the way we live, work and interact with the world. Besides the traditional communication function (e.g., Wi-Fi), wireless signals are further utilized for other functions such as localization, sensing and even charging. While promising in many aspects, one critical issue associated with these new functions is that they require dedicated signal transmissions, which interfere the original communication function. Take popular Wi-Fi sensing as the example. 200-1000 dedicated Wi-Fi packets per second need to be transmitted to enable Wi-Fi sensing which significantly decrease the throughput of ongoing Wi-Fi communication.Thus, I ask this question: ""can we utilize ambient, non-dedicated wireless signals to realize the aforementioned functions?"" For my Ph.D thesis, I harness the pervasive ambient leakage signals traditionally considered detrimental to enhance the performance of wireless communication and enable new functions such as sensing and charging. My thesis is inspired by the key observation that there exist a large amount of leakage RF signals in our surroundings. For example, the powerlines continuously emit out 50/60 Hz electromagnetic (EM) signals due to the alternating current flowing inside. The operation of electric vehicles leaks RF signals in th frequency range of hundreds of hertz. One of the key wireless technologies in the next generation 6G networks, i.e., visible light communication (VLC) which relies on quickly turning ON/OFF the LED light also emit out RF leakages due to the quick ON/OFF state change. In my thesis, through novel designs across both hardware and software, I turn these ambient leakages from foes to friends.Enhancing the security and throughput of wireless communication. Visible Light Communication is considered a key component of the 6G networks owing to its potential high data rates, pervasiveness of commodity LEDs, and minimal interference on existing RF communication. For the first time, we showed that during the transmission of VLC, the transmitter not only emits out visible light signals but also leaks out RF signals [1]. The underlying principle behind this leaked signal is the intensity modulation scheme commonly adopted in VLC systems. As illustrated in Figure 1, in VLC, data bits '0' and '1' are represented by switching 'OFF' and 'ON' the LED, which leads to quick alterations of the current flow. These changing electric currents induce EM signal leakages. We developed a theoretical model to quantify the relationship between the amplitude of these leaked RF signals and the ON/OFF frequency. We show that while LED light signals can be easily constrained within an area of interest (e.g., a room with walls), the leakage RF signal can penetrate through walls. What's more interesting is that the leakage RF signal contains a copy of the data transmitted in the light signals and this finding renders VLC-the generally believed most secure wireless technology-not secure any more as illustrated in Figure 2. Building upon this finding, we further demonstrate a novel utilization of these leaked signals for carrying extra data [2] to double the data rate of existing VLC systems. In this design, data is transmitted through the leaked RF signal without a dedicated active RF front-end, reducing both power and hardware costs. We show through experiment that the free leaked RF signals can be leveraged to transmit extra data at a data rate even higher than the primary VLC channel.Harvesting the leaked energy for far-field charging. Following the successful utilization of VLC leakage signals for communication, we further view the leaked signals as a form of wasted energy and devote our effort to harvesting it [3]. The key observation enabling us to achieve this objective is that the surrounding objects can help significantly boost the amount of energy harvested. What is more exciting is that not just the ordinary objects such as walls and furniture can help enhance energy harvesting, the human body can also increase the amount of harvested energy. When the receiver antenna is in contact with a human body, the amount of harvested energy is increased by more than ten times. Based on this key observation, we propose our system, Bracelet+, which involves human body into the ecosystem of energy harvesting for the first time as depicted in Figure 3. We design the coil antenna as a bracelet so a person can wear it comfortably. The harvested power can reach up to micro-watts, holding promise for powering low-power body sensors and enabling body sensor network. Note that this far-field (i.e., a separation of a few meters between the target and the power source) wireless charging modality is very different from existing near-field wireless charging with the target and power source separated by just a few centimeters.Enabling a novel sensing modality. After we successfully utilized leaked signals for communication and charging, we move forward to utilize the leaked signals (i.e., the powerline leakage) for sensing purposes [4]. This electromagnetic leakage, stemming from alternating current in powerlines, is governed by Maxwell's Equations. However, the ultra-low frequency (60 Hz) of the leakage renders existing wireless sensing models inapplicable. Specifically, current wireless sensing modalities rely on the fact that signal propagation is affected by human's motions and thus by analyzing the induced signal variation, the information of the human motion can be inferred. However, for leaked signal which is extremely low-frequency, the propagation of the signal is not affected by human motions. Owing to the antenna's unique property (i.e., coil shape) for low frequency signals, we design the antenna as a ring and combine the human target and ring antenna together as a ""human antenna"" as shown in 4(a) to sense the human target's gesture. Although the human target's gesture does not affect the signal propagation, it affects the antenna and accordingly affects the received signal. We can thus utilize the signal variation for sensing. One unique advantage of this sensing modality is that although the ring is only in contact with the target's finger, it can sense the motion of the whole body. This new sensing modality is demonstrated to be able to support a large range of sensing applications such as gesture recognition, sleep posture sensing, and fall detection.Besides powerline leakage, we also leverage the EM leakage from electric vehicles (EVs) to enable in-vehicle sensing [5]. We observe that numerous components within the EVs including battery, powerline, and power inverter, emit EM signals during their operation. We thus use the leakage to sense the body motions of the driver/passenger without any dedicated signal transmitters. To address the unique challenge in car environment, i.e., the interfering car motions, we adopt a reference tag design, making the proposed sensing modality practical in real-world settings. Extensive experiments with a driving distance of 4000 kilometers under diverse real-world road conditions show that the proposed sensing system can achieve an accuracy over 90% in recognizing body motions solely utilizing ambient leakage signals.To summarize, we innovatively utilize pervasive leakage signals for wireless communication, far-field charging, and wireless sensing, achieving the following contributions:• We explored different types of leakage signals in our surroundings and demonstrated the application of the ""bad"" leakage signals in communication, charging and sensing.• Through deeply understanding the signal characteristics, we propose models to lay the theoretical foundation for utilizing the leakage signals for communication, charging and sensing.",,,,2,"leaked signal, wireless communication, wireless sensing, far-field charging","Cui, Minhao",9798400705816,"Proceedings of the 22nd Annual International Conference on Mobile Systems, Applications and Services",760–761,"Minato-ku, Tokyo, Japan",MOBISYS '24,
inproceedings,"Recognizing the Age, Gender, and Mobility of Pedestrians in Smart Cities using a CNN-BGRU on Thermal Images",2022,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3524458.3547235,10.1145/3524458.3547235,"In order to extend ambient assisted living technologies for semi-autonomous people from smart homes to smart cities, it is necessary to recognize vulnerable people in the city. Gait-based approaches have been used to perform soft biometrics recognition, such as age or gender. However, most of these approaches rely on the use of RGB cameras, which can lead to serious privacy issues in the city. In this paper, we present an approach to perform age, gender, and mobility recognition on pedestrians in the city using thermal cameras, thus ensuring a high degree of privacy for the citizens. This work is a follow-up to an initial shallow CNN-based approach. A deeper CNN is optimized and used to perform age, gender, and mobility recognition on a single image before extending this approach to a sequence of images using a CNN-BGRU for age and gender recognition. The results obtained using these approaches are presented before discussing the social implications of a real-time gait-based soft biometrics recognition system in the city using thermal cameras. The system has achieved an accuracy of 77.00%, 78.46%, and 94.77% respectively for age, gender and mobility recognition using unprocessed 160x120 thermal images containing a majority of partial pedestrians silhouettes in the city.",,,,7,"thermal images, soft biometrics, rnn, raspberry pi, mobility, gender, gait recognition, deep learning, computer vision, cnn, age","Baghezza, Rani; Bouchard, K\'{e}vin; Gouin-Vallerand, Charles",9781450392846,Proceedings of the 2022 ACM Conference on Information Technology for Social Good,48–54,"Limassol, Cyprus",GoodIT '22,
inproceedings,Controlling Security Rules Using Natural Dialogue: an Application to Smart Home Care,2021,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3460418.3479331,10.1145/3460418.3479331,"Smart home systems have revolutionized the way we interact with our living environment, but the concerns over sensor data privacy and security have become one of the major barriers to their widespread adoption. Despite a considerable research effort in designing secure access control mechanisms, the end users are still reluctant to use those either due to the complexity of the interfaces or because they do not have sufficient skills. For the elderly users the problem gets worse. Making the right security choices is increasingly more difficult for this group of users. To assist the elderly users in defining their access control policies, we design a dialogue-based system which allows to create new security rules or update existing ones in a simple and intelligible way using natural language and familiar terms.",,,,4,"voice assistant, smart home, privacy, elderly, access control","Goffinet, Stanley; Schmitz, Donatien; Zavalyshyn, Igor; Legay, Axel; Riviere, Etienne",9781450384612,Adjunct Proceedings of the 2021 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2021 ACM International Symposium on Wearable Computers,194–197,"Virtual, USA",UbiComp/ISWC '21 Adjunct,
inproceedings,PECAM: privacy-enhanced video streaming and analytics via securely-reversible transformation,2021,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3447993.3448618,10.1145/3447993.3448618,"As Video Streaming and Analytics (VSA) systems become increasingly popular, serious privacy concerns have risen on exposing too much unnecessary private information to the VSA providers. Yet, it is challenging to protect privacy while still preserving desired VSA features, i.e., effective analytics, forensic support, resource efficiency, and real-time execution. In this paper, we present a VSA privacy enhancement system (PECAM), which addresses the above challenge with no change in the VSA back-end. PECAM leverages a novel Generative Adversarial Network to perform the privacy-enhanced securely-reversible video transformation. PECAM also incorporates a couple of system optimizations into its VSA workflow to reduce network bandwidth usage and enable real-time processing on cameras. We implement our PECAM prototype on commodity hardware and evaluate its performance via both security study and extensive experiments. Results demonstrate that PECAM can effectively enhance the visual privacy of VSA in the presence of an adversary, and its transformed videos, when taken as input for various VSA back-end tasks, maintain a 96% accuracy of corresponding original videos. Additionally, it performs 12.3\texttimes{} and 1.8\texttimes{} better than baseline methods in terms of the computing cost and network bandwidth usage, respectively.",,,,13,"video streaming, video privacy, video analytics, securely-reversible transformation, GAN","Wu, Hao; Tian, Xuejin; Li, Minghao; Liu, Yunxin; Ananthanarayanan, Ganesh; Xu, Fengyuan; Zhong, Sheng",9781450383424,Proceedings of the 27th Annual International Conference on Mobile Computing and Networking,229–241,"New Orleans, Louisiana",MobiCom '21,
inproceedings,A Review of Machine Learning and TinyML in Healthcare,2022,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3503823.3503836,10.1145/3503823.3503836,"Healthcare is the field that can benefit from the large amount of raw data generated from portable and wearable devices. This data must be sent to the Cloud for processing due to the computationally intensive nature of current state-of-the-art implementations of Neural Networks. The emerging technology of TinyML is an alternative approach proposed by the scientific community to create autonomous and safe devices that can collect, process, and alert without transmitting data to external entities. This work is the review of the contribution of the emerging technology of TinyML in healthcare applications at the edge, requiring the integration of Machine Learning algorithms, followed by the solutions it can bring, especially in wearable devices. Moreover, it is discussed how TinyML can optimize Neural Networks to bring intelligence and autonomy in devices used in fields such as healthcare.",,,,5,"TinyML, Neural Networks, Machine Learning, Healthcare, Embedded systems","Tsoukas, Vasileios; Boumpa, Eleni; Giannakas, Georgios; Kakarountas, Athanasios",9781450395557,Proceedings of the 25th Pan-Hellenic Conference on Informatics,69–73,"Volos, Greece",PCI '21,
article,Accurate and Efficient Algorithms that Adapt to Privacy-Enhanced Video for Improved Assistive Monitoring,2013,October 2013,Association for Computing Machinery,"New York, NY, USA",4,3,https://doi.org/10.1145/2523025.2523026,10.1145/2523025.2523026,"Automated monitoring algorithms operating on live video streamed from a home can effectively aid in several assistive monitoring goals, such as detecting falls or estimating daily energy expenditure. Use of video raises obvious privacy concerns. Several privacy enhancements have been proposed such as modifying a person in video by introducing blur, silhouette, or bounding-box. Person extraction is fundamental in video-based assistive monitoring and degraded in the presence of privacy enhancements; however, privacy enhancements have characteristics that can opportunistically be adapted to. We propose two adaptive algorithms for improving assistive monitoring goal performance with privacy-enhanced video: specific-color hunter and edge-void filler. A nonadaptive algorithm, foregrounding, is used as the default algorithm for the adaptive algorithms. We compare nonadaptive and adaptive algorithms with 5 common privacy enhancements on the effectiveness of 8 automated monitoring goals. The nonadaptive algorithm performance on privacy-enhanced video is degraded from raw video. However, adaptive algorithms can compensate for the degradation. Energy estimation accuracy in our tests degraded from 90.9% to 83.9%, but the adaptive algorithms significantly compensated by bringing the accuracy up to 87.1%. Similarly, fall detection accuracy degraded from 1.0 sensitivity to 0.86 and from 1.0 specificity to 0.79, but the adaptive algorithms compensated accuracy back to 0.92 sensitivity and 0.90 specificity. Additionally, the adaptive algorithms were computationally more efficient than the nonadaptive algorithm, averaging 1.7% more frames processed per second.",ACM Trans. Manage. Inf. Syst.,October,14,16,"Assistive monitoring, embedded systems, privacy-enhanced video, smart homes, telehealth, ubiquitous systems","Edgcomb, Alex; Vahid, Frank",,,,,,2158-656X
article,Human Body Pose Estimation for Gait Identification: A Comprehensive Survey of Datasets and Models,2022,June 2023,Association for Computing Machinery,"New York, NY, USA",55,6,https://doi.org/10.1145/3533384,10.1145/3533384,"Person identification is a problem that has received substantial attention, particularly in security domains. Gait recognition is one of the most convenient approaches enabling person identification at a distance without the need for high-quality images. There are several review studies addressing person identification such as the utilization of facial images, silhouette images, and wearable sensor. Despite skeleton-based person identification gaining popularity while overcoming the challenges of traditional approaches, existing survey studies lack the comprehensive review of skeleton-based approaches to gait identification. We present a detailed review of the human pose estimation and gait analysis that makes the skeleton-based approaches possible. The study covers various types of related datasets, tools, methodologies, and evaluation metrics with associated challenges, limitations, and application domains. Detailed comparisons are presented for each of these aspects with recommendations for potential research and alternatives. A common trend throughout this paper is the positive impact that deep learning techniques are beginning to have on topics such as human pose estimation and gait identification. The survey outcomes might be useful for the related research community and other stakeholders in terms of performance analysis of existing methodologies, potential research gaps, application domains, and possible contributions in the future.",ACM Comput. Surv.,December,120,42,"Human pose estimation, gait re-identification, face matching, deep learning, human pose datasets, crime suspect identification","Topham, Luke; Khan, Wasiq; Al-Jumeily, Dhiya; Hussain, Abir",,,,,,0360-0300
article,Adversarial Transferability in Embedded Sensor Systems: An Activity Recognition Perspective,2024,March 2024,Association for Computing Machinery,"New York, NY, USA",23,2,https://doi.org/10.1145/3641861,10.1145/3641861,"Machine learning algorithms are increasingly used for inference and decision-making in embedded systems. Data from sensors are used to train machine learning models for various smart functions of embedded and cyber-physical systems ranging from applications in healthcare, autonomous vehicles, and national security. However, recent studies have shown that machine learning models can be fooled by adding adversarial noise to their inputs. The perturbed inputs are called adversarial examples. Furthermore, adversarial examples designed to fool one machine learning system are also often effective against another system. This property of adversarial examples is called adversarial transferability and has not been explored in wearable systems to date. In this work, we take the first stride in studying adversarial transferability in wearable sensor systems from four viewpoints: (1) transferability between machine learning models; (2) transferability across users/subjects of the embedded system; (3) transferability across sensor body locations; and (4) transferability across datasets used for model training. We present a set of carefully designed experiments to investigate these transferability scenarios. We also propose a threat model describing the interactions of an adversary with the source and target sensor systems in different transferability settings. In most cases, we found high untargeted transferability, whereas targeted transferability success scores varied from 0% to 80%. The transferability of adversarial examples depends on many factors such as the inclusion of data from all subjects, sensor body position, number of samples in the dataset, type of learning algorithm, and the distribution of source and target system dataset. The transferability of adversarial examples decreased sharply when the data distribution of the source and target system became more distinct. We also provide guidelines and suggestions for the community for designing robust sensor systems. Code and dataset used in our analysis is publicly available here.1",ACM Trans. Embed. Comput. Syst.,March,20,31,"Sensor systems, human activity recognition, adversarial machine learning, adversarial transferability","Sah, Ramesh; Ghasemzadeh, Hassan",,,,,,1539-9087
inproceedings,Virtual assistants and intelligent care environments for long-term patients: A Home set scenario.,2022,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3529190.3534771,10.1145/3529190.3534771,"Introduction: It is a priority to promote the autonomy and empowerment of patients and carers due to the increasing prevalence of chronic diseases, improving their quality of life (QoL), and to provide tools aimed at improving monitoring by professionals. Remote monitoring of health parameters and lifestyles through devices is an emerging field in healthcare. The TeNDER project incorporates a wide variety of sensors and devices that are integrated into a single platform. The aim of this paper is to provide a description of the TeNDER ecosystem at home. Methodology: Based on the specific requirements of the social and health conditions of the patients, different scenarios of the system are designed. The TeNDER architecture follows a modular structure with multiple levels of functionality to provide person-specific services which are differentiated into three entities: the Low-Level Subsystem (LLS), the High-Level Subsystem (HLS), and the Services Layer (SL). Conclusions: The use of TeNDER in home environment can improve the QoL of patients and caregivers and improve clinical care by their healthcare professionals.",,,,5,"Caregivers, Multiple&nbsp;Chronic&nbsp;Conditions, Quality of Life, eHealth","Medina-Garc\'{\i}a, Rodrigo; Lozano-Hern\'{a}ndez, Cristina; Mercado, Juan; Jim\'{e}nez, Jennifer; Gli\v{s}ovi\'{c}, \v{S}pela; Steinb\""{o}ck, Martina; Chiaravalloti, Agostino; Karkazis, Panagiotis; Solachidis, Vassilis; Vretos, Nicholas; Serrano, Javier; \'{A}lvarez, Federico",9781450396318,Proceedings of the 15th International Conference on PErvasive Technologies Related to Assistive Environments,689–693,"Corfu, Greece",PETRA '22,
inproceedings,Research on Adaptive Target Tracking Method Based on Millimeter Wave Radar,2021,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3472634.3474081,10.1145/3472634.3474081,"This paper introduces a target-tracking algorithm based on the millimeter-wave radar, to detect the number and positions of the indoor individuals. The proposed algorithm combines the traditional DBSCAN clustering algorithm and GMM clustering algorithm, which can adapt to the closely-distributed targets situation, with better clustering capability. Through experiments, the point cloud data obtained by the millimeter wave radar has been processed to identify the target with the proposed algorithm. Compared with the traditional DBSCAN algorithm and the GMM algorithm, the recognition result of the fusion algorithm has better robustness and can distinguish effective point from the clouds and clutter, to further accurately locate the indoor target.",,,,5,"DBSCAN clustering, GMM clustering, Millimeter wave radar, Target detection","Zhu, Lihua; Wei, Xuehang; Zheng, Qiwen; Wang, Yu",9781450385671,Proceedings of the ACM Turing Award Celebration Conference - China,261–265,"Hefei, China",ACM TURC '21,
proceedings,MIIRH '13: Proceedings of the 1st ACM international workshop on Multimedia indexing and information retrieval for healthcare,2013,,Association for Computing Machinery,"New York, NY, USA",,,,,"It is our great pleasure to welcome you to the 2013 ACM MM Workshop on Multimedia Indexing and Information Retrieval for Healthcare -- MIIRH'13. This is the first workshop on Multimedia Information Indexing and Retrieval for Healthcare and is intended to establish a platform for the continued discussion of key research issues in multimedia for healthcare, remote monitoring and treatment. Multimodal monitoring for health can take place at home, but should be discreet, unobtrusive and personalized. Theoretical, i.e. research-oriented and practical, application-specific issues related to the extraction of lifestyle, behavior and health information from multimodal data will be examined. The setup of smart homes has become of great interest lately, as the latter need to ensure accurate, reliable, discreet and cost-efficient measurements, involving, among others, privacy protection and appropriate sensor placement. Marketing of multimodal remote monitoring options also needs to be examined carefully, as independent living at home, smart homes and remote care are forecast to gain importance in years to come. Multimedia Indexing and Retrieval research is now being oriented towards this application domain of primarily importance for the society. Workshop papers and presentations will focus on the analysis of multimodal data to obtain information pertinent to healthcare problems and also examine remote monitoring solutions. Personalization, unobtrusiveness, accuracy of analysis results, data storage, retrieval, transmission, marketability and privacy concerns are among the many topics that will be discussed.The workshop will provide a forum for researchers from all over the world to share information on their latest investigations on multimedia information retrieval and indexing with healthcare applications. MIIRH is held as a one day workshop with presentations from 9:00 am to 5:00 pm with breaks and a 1-hour lunch period.The call for papers attracted many submissions from Asia, Europe, Australia and the Americas. The program committee accepted 10 papers that cover a variety of topics, including: recognition of daily living activities, analysis of therapy exercises, fall detection, context aware recommendation, experience sharing, and medical image retrieval. In addition to paper presentations, posters and demos, MIIRH will feature an invited keynote talk by Prof. Linda Shapiro on ""Image Analysis for Biomedical and Healthcare Applications"" as well as an invited talk by Prof. Jean-Francois Dartigues on ""Dementia and Dependency: a Major Challenge for the 21st century"". We hope that these proceedings will serve as a valuable reference for healthcarerelated multimedia indexing and retrieval researchers and developers.",,,,,,,9781450323987,,,"Barcelona, Spain",,
inproceedings,Hybrid SNN-based Privacy-Preserving Fall Detection using Neuromorphic Sensors,2024,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3627631.3627650,10.1145/3627631.3627650,"Indoor surveillance is crucial for ensuring the safety and security of occupants within the premises. Only those who are ill or elderly tend to spend the most time at home. The use of indoor surveillance to continuously monitor these people’s security could help in the early detection and avoidance of tragic incidents. Ensuring privacy while achieving this task has led to a recent research focus on protecting privacy in human fall detection. This paper attempts to address the issue of privacy-preserving fall detection by employing the Dynamic Vision Sensor (DVS), which captures intensity changes without compromising individuals’ privacy. This paper introduces a novel event-based dataset named “DVSFall”, incorporating diverse daily living activities (ADL) and simulated falls. Captured from multiple viewpoints using DVS cameras, the dataset encompasses twenty-one participants across varying age groups. To evaluate the dataset, we employed Spiking Neural Networks (SNN) designed to replicate neural activity. Furthermore, we explored a hybrid framework, the 3D-CNN &amp; SNN (NeuCube) approach, for fall detection. Our proposed framework achieved an accuracy of 94.59% with SNN and notably improved to 97.84% using the hybrid approach, as measured against the recorded dataset.",,,19,9,"Action Classification, DVS, Fall Detection, Privacy-Preserving, SNN","Prasad, Shyam; Mehta, Naval; Kumar, Himanshu; Banerjee, Abeer; Saurav, Sumeet; Singh, Sanjay",9798400716256,"Proceedings of the Fourteenth Indian Conference on Computer Vision, Graphics and Image Processing",,"Rupnagar, India",ICVGIP '23,
inproceedings,Black Cloud Generation Method for Privacy Protection in Fall Detection,2023,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3579109.3579112,10.1145/3579109.3579112,"Fall detection is an important application in computer vision. However, the image data for fall detection contain unprotected privacy. For example, the silhouette of a person who falls may divulge information about whether the person is disabled. In addition, privacy, such as the age and height of the fallen person, will also be apparent in the image. To tackle these issues, this paper proposes a novel approach, called Black Cloud for Falling Detection (BCFD), to protect the privacy information of the fallen person. We introduce a new image segmentation method to estimate the contour of the human body image, and we generate 'black clouds' to accurately cover the complete human images. The detector was conducted using the contour information to obtain the fallen person. We also propose a method to construct a privacy-protected fall detection dataset and provide a sample dataset. The proposed method can protect the privacy information precisely compared with the state-of-the-art methods. We have validated our method on the proposed PPFD-sample dataset, observing 90.2% precision and 81.8% recall. Experimental results demonstrate that our approach can protect image privacy effectively in the fallen person detection task.",,,,6,"Privacy Protection, Image Segmentation, Fall Detection, Deep Learning","Zhang, Runqing; Yan, Haoran; Cai, Dunbo; Qian, Ling",9781450397568,Proceedings of the 2022 6th International Conference on Video and Image Processing,13–18,"Shanghai, China",ICVIP '22,
inproceedings,Privacy-Enhancing Fall Detection from Remote Sensor Data Using Multi-Party Computation,2019,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3339252.3340500,10.1145/3339252.3340500,"Motion-based fall detection systems are concerned with detecting falls from vulnerable users, which is typically performed by classifying measurements from a body-worn inertial measurement unit (IMU) using machine learning. Such systems, however, necessitate the collection of high-resolution measurements that may violate users' privacy, such as revealing their gait, activities of daily living (ADLs), and relative position using dead reckoning. In this paper, we investigate the application of multi-party computation (MPC) to IMU-based fall detection for protecting device measurement confidentiality. Our system is evaluated in a cloud-based setting that precludes parties from learning the underlying data using multiple, disparate cloud instances deployed in three geographical configurations. Using a publicly-available dataset, we demonstrate that MPC-based fall detection from IMU measurements is practical while achieving state-of-the-art error rates. In the best case, our system executes in 365.2 milliseconds, which falls well within the required time window for on-device data acquisition (750ms).",,,73,10,"multi-party computation (MPC), cloud computing, Internet of Things (IoT), Fall detection","Mainali, Pradip; Shepherd, Carlton",9781450371643,"Proceedings of the 14th International Conference on Availability, Reliability and Security",,"Canterbury, CA, United Kingdom",ARES '19,
inproceedings,Research on the Application of Fall Detection Technology Based on the Security Field of the Smart Care for the Elderly,2022,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3512826.3512832,10.1145/3512826.3512832,"Abstract. The security of the elderly in an aging society has become a social problem attracting much attention, among which the problem of secondary injury caused by the fall has attracted wide concern of researchers. The application of fall detection combined with artificial intelligence technology has become an important application in the security field of smart care for the elderly. After analyzing and judging the human body features, this paper found out that the combination of human skeleton and fall detection technology could be used to identify the fall behavior and link it with the alarm system to solve the security problem of smart care for the elderly. The experimental results showed that the recognition rate of fall detection was increased by 2% after adding optimization of genetic algorithm factors and contrast calculation of prediction frame length in the process of human feature target detection.",,,,5,"Keywords. Smart Care for the Elderly, Human Features, Genetic Algorithm, Fall Detection","Chen, Zhiwen; Ji, Yong; Ren, Yuanhong",9781450395489,Proceedings of the 2022 3rd International Conference on Artificial Intelligence in Electronics Engineering,75–79,"Bangkok, Thailand",AIEE '22,
article,Privacy perception and fall detection accuracy for in-home video assistive monitoring with privacy enhancements,2012,September 2012,Association for Computing Machinery,"New York, NY, USA",2,2,https://doi.org/10.1145/2384556.2384557,10.1145/2384556.2384557,"Video of in-home activity provides valuable information for assistive monitoring but raises privacy concerns. Raw video can be privacy-enhanced by obscuring the appearance of a person. We consider five privacy enhancements: blur, silhouette, oval, box, and trailing-arrows. We investigate whether a privacy enhancement exists that provides sufficient perceived privacy while enabling accurate fall detection by humans. We recorded 23 1-minute videos involving normal household activities, falling, and lying on the floor after an earlier fall, and created versions of each video for each privacy setting. We conducted an experiment with 376 undergraduate, non-engineering student participants to measure perceived privacy protection and the participant's fall detection accuracy for each privacy setting. Results indicate that the oval provides sufficient perceived privacy for 88% of participants while still supporting fall detection accuracy of 89%, and that the common privacy enhancements blur and silhouette were perceived to provide insufficient privacy.",SIGHIT Rec.,September,,10,"video, smart home, privacy-enhanced video, privacy, assistive monitoring","Edgcomb, Alex; Vahid, Frank",,,6–15,,,
