"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WPWKCDA8","conferencePaper","2022","Baghezza, Rani; Bouchard, Kévin; Gouin-Vallerand, Charles","Recognizing the Age, Gender, and Mobility of Pedestrians in Smart Cities using a CNN-BGRU on Thermal Images","Proceedings of the 2022 ACM Conference on Information Technology for Social Good","978-1-4503-9284-6","","10.1145/3524458.3547235","https://doi.org/10.1145/3524458.3547235","In order to extend ambient assisted living technologies for semi-autonomous people from smart homes to smart cities, it is necessary to recognize vulnerable people in the city. Gait-based approaches have been used to perform soft biometrics recognition, such as age or gender. However, most of these approaches rely on the use of RGB cameras, which can lead to serious privacy issues in the city. In this paper, we present an approach to perform age, gender, and mobility recognition on pedestrians in the city using thermal cameras, thus ensuring a high degree of privacy for the citizens. This work is a follow-up to an initial shallow CNN-based approach. A deeper CNN is optimized and used to perform age, gender, and mobility recognition on a single image before extending this approach to a sequence of images using a CNN-BGRU for age and gender recognition. The results obtained using these approaches are presented before discussing the social implications of a real-time gait-based soft biometrics recognition system in the city using thermal cameras. The system has achieved an accuracy of 77.00%, 78.46%, and 94.77% respectively for age, gender and mobility recognition using unprocessed 160x120 thermal images containing a majority of partial pedestrians silhouettes in the city.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","48–54","","","","","","","GoodIT '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","age; cnn; computer vision; deep learning; gait recognition; gender; mobility; raspberry pi; rnn; soft biometrics; thermal images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYW9H7FA","conferencePaper","2021","Goffinet, Stanley; Schmitz, Donatien; Zavalyshyn, Igor; Legay, Axel; Riviere, Etienne","Controlling Security Rules Using Natural Dialogue: an Application to Smart Home Care","Adjunct Proceedings of the 2021 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2021 ACM International Symposium on Wearable Computers","978-1-4503-8461-2","","10.1145/3460418.3479331","https://doi.org/10.1145/3460418.3479331","Smart home systems have revolutionized the way we interact with our living environment, but the concerns over sensor data privacy and security have become one of the major barriers to their widespread adoption. Despite a considerable research effort in designing secure access control mechanisms, the end users are still reluctant to use those either due to the complexity of the interfaces or because they do not have sufficient skills. For the elderly users the problem gets worse. Making the right security choices is increasingly more difficult for this group of users. To assist the elderly users in defining their access control policies, we design a dialogue-based system which allows to create new security rules or update existing ones in a simple and intelligible way using natural language and familiar terms.","2021","2026-03-02 13:40:39","2026-03-02 13:40:39","","194–197","","","","","","","UbiComp/ISWC '21 Adjunct","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","access control; elderly; privacy; smart home; voice assistant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8GAC9D3","conferencePaper","2021","Wu, Hao; Tian, Xuejin; Li, Minghao; Liu, Yunxin; Ananthanarayanan, Ganesh; Xu, Fengyuan; Zhong, Sheng","PECAM: privacy-enhanced video streaming and analytics via securely-reversible transformation","Proceedings of the 27th Annual International Conference on Mobile Computing and Networking","978-1-4503-8342-4","","10.1145/3447993.3448618","https://doi.org/10.1145/3447993.3448618","As Video Streaming and Analytics (VSA) systems become increasingly popular, serious privacy concerns have risen on exposing too much unnecessary private information to the VSA providers. Yet, it is challenging to protect privacy while still preserving desired VSA features, i.e., effective analytics, forensic support, resource efficiency, and real-time execution. In this paper, we present a VSA privacy enhancement system (PECAM), which addresses the above challenge with no change in the VSA back-end. PECAM leverages a novel Generative Adversarial Network to perform the privacy-enhanced securely-reversible video transformation. PECAM also incorporates a couple of system optimizations into its VSA workflow to reduce network bandwidth usage and enable real-time processing on cameras. We implement our PECAM prototype on commodity hardware and evaluate its performance via both security study and extensive experiments. Results demonstrate that PECAM can effectively enhance the visual privacy of VSA in the presence of an adversary, and its transformed videos, when taken as input for various VSA back-end tasks, maintain a 96% accuracy of corresponding original videos. Additionally, it performs 12.3× and 1.8× better than baseline methods in terms of the computing cost and network bandwidth usage, respectively.","2021","2026-03-02 13:40:39","2026-03-02 13:40:39","","229–241","","","","","","","MobiCom '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","GAN; securely-reversible transformation; video analytics; video privacy; video streaming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSGRVGSA","conferencePaper","2022","Tsoukas, Vasileios; Boumpa, Eleni; Giannakas, Georgios; Kakarountas, Athanasios","A Review of Machine Learning and TinyML in Healthcare","Proceedings of the 25th Pan-Hellenic Conference on Informatics","978-1-4503-9555-7","","10.1145/3503823.3503836","https://doi.org/10.1145/3503823.3503836","Healthcare is the field that can benefit from the large amount of raw data generated from portable and wearable devices. This data must be sent to the Cloud for processing due to the computationally intensive nature of current state-of-the-art implementations of Neural Networks. The emerging technology of TinyML is an alternative approach proposed by the scientific community to create autonomous and safe devices that can collect, process, and alert without transmitting data to external entities. This work is the review of the contribution of the emerging technology of TinyML in healthcare applications at the edge, requiring the integration of Machine Learning algorithms, followed by the solutions it can bring, especially in wearable devices. Moreover, it is discussed how TinyML can optimize Neural Networks to bring intelligence and autonomy in devices used in fields such as healthcare.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","69–73","","","","","","","PCI '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Embedded systems; Healthcare; Machine Learning; Neural Networks; TinyML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IZICN3V","journalArticle","2013","Edgcomb, Alex; Vahid, Frank","Accurate and Efficient Algorithms that Adapt to Privacy-Enhanced Video for Improved Assistive Monitoring","ACM Trans. Manage. Inf. Syst.","","2158-656X","10.1145/2523025.2523026","https://doi.org/10.1145/2523025.2523026","Automated monitoring algorithms operating on live video streamed from a home can effectively aid in several assistive monitoring goals, such as detecting falls or estimating daily energy expenditure. Use of video raises obvious privacy concerns. Several privacy enhancements have been proposed such as modifying a person in video by introducing blur, silhouette, or bounding-box. Person extraction is fundamental in video-based assistive monitoring and degraded in the presence of privacy enhancements; however, privacy enhancements have characteristics that can opportunistically be adapted to. We propose two adaptive algorithms for improving assistive monitoring goal performance with privacy-enhanced video: specific-color hunter and edge-void filler. A nonadaptive algorithm, foregrounding, is used as the default algorithm for the adaptive algorithms. We compare nonadaptive and adaptive algorithms with 5 common privacy enhancements on the effectiveness of 8 automated monitoring goals. The nonadaptive algorithm performance on privacy-enhanced video is degraded from raw video. However, adaptive algorithms can compensate for the degradation. Energy estimation accuracy in our tests degraded from 90.9% to 83.9%, but the adaptive algorithms significantly compensated by bringing the accuracy up to 87.1%. Similarly, fall detection accuracy degraded from 1.0 sensitivity to 0.86 and from 1.0 specificity to 0.79, but the adaptive algorithms compensated accuracy back to 0.92 sensitivity and 0.90 specificity. Additionally, the adaptive algorithms were computationally more efficient than the nonadaptive algorithm, averaging 1.7% more frames processed per second.","2013-10","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","3","4","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Assistive monitoring; embedded systems; privacy-enhanced video; smart homes; telehealth; ubiquitous systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H47TP3NW","journalArticle","2022","Topham, Luke K.; Khan, Wasiq; Al-Jumeily, Dhiya; Hussain, Abir","Human Body Pose Estimation for Gait Identification: A Comprehensive Survey of Datasets and Models","ACM Comput. Surv.","","0360-0300","10.1145/3533384","https://doi.org/10.1145/3533384","Person identification is a problem that has received substantial attention, particularly in security domains. Gait recognition is one of the most convenient approaches enabling person identification at a distance without the need for high-quality images. There are several review studies addressing person identification such as the utilization of facial images, silhouette images, and wearable sensor. Despite skeleton-based person identification gaining popularity while overcoming the challenges of traditional approaches, existing survey studies lack the comprehensive review of skeleton-based approaches to gait identification. We present a detailed review of the human pose estimation and gait analysis that makes the skeleton-based approaches possible. The study covers various types of related datasets, tools, methodologies, and evaluation metrics with associated challenges, limitations, and application domains. Detailed comparisons are presented for each of these aspects with recommendations for potential research and alternatives. A common trend throughout this paper is the positive impact that deep learning techniques are beginning to have on topics such as human pose estimation and gait identification. The survey outcomes might be useful for the related research community and other stakeholders in terms of performance analysis of existing methodologies, potential research gaps, application domains, and possible contributions in the future.","2022-12","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","6","55","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","crime suspect identification; deep learning; face matching; gait re-identification; human pose datasets; Human pose estimation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4QSHZUX","journalArticle","2024","Sah, Ramesh Kumar; Ghasemzadeh, Hassan","Adversarial Transferability in Embedded Sensor Systems: An Activity Recognition Perspective","ACM Trans. Embed. Comput. Syst.","","1539-9087","10.1145/3641861","https://doi.org/10.1145/3641861","Machine learning algorithms are increasingly used for inference and decision-making in embedded systems. Data from sensors are used to train machine learning models for various smart functions of embedded and cyber-physical systems ranging from applications in healthcare, autonomous vehicles, and national security. However, recent studies have shown that machine learning models can be fooled by adding adversarial noise to their inputs. The perturbed inputs are called adversarial examples. Furthermore, adversarial examples designed to fool one machine learning system are also often effective against another system. This property of adversarial examples is called adversarial transferability and has not been explored in wearable systems to date. In this work, we take the first stride in studying adversarial transferability in wearable sensor systems from four viewpoints: (1) transferability between machine learning models; (2) transferability across users/subjects of the embedded system; (3) transferability across sensor body locations; and (4) transferability across datasets used for model training. We present a set of carefully designed experiments to investigate these transferability scenarios. We also propose a threat model describing the interactions of an adversary with the source and target sensor systems in different transferability settings. In most cases, we found high untargeted transferability, whereas targeted transferability success scores varied from 0% to 80%. The transferability of adversarial examples depends on many factors such as the inclusion of data from all subjects, sensor body position, number of samples in the dataset, type of learning algorithm, and the distribution of source and target system dataset. The transferability of adversarial examples decreased sharply when the data distribution of the source and target system became more distinct. We also provide guidelines and suggestions for the community for designing robust sensor systems. Code and dataset used in our analysis is publicly available here.1","2024-03","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","2","23","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","adversarial machine learning; adversarial transferability; human activity recognition; Sensor systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7JLNNQED","conferencePaper","2022","Medina-García, Rodrigo; Lozano-Hernández, Cristina María; Mercado Gómez, Juan; Jiménez Ramos, Jennifer; Glišović Krivec, Špela; Steinböck, Martina; Chiaravalloti, Agostino; Karkazis, Panagiotis; Solachidis, Vassilis; Vretos, Nicholas; Serrano, Javier; Álvarez, Federico","Virtual assistants and intelligent care environments for long-term patients: A Home set scenario.","Proceedings of the 15th International Conference on PErvasive Technologies Related to Assistive Environments","978-1-4503-9631-8","","10.1145/3529190.3534771","https://doi.org/10.1145/3529190.3534771","Introduction: It is a priority to promote the autonomy and empowerment of patients and carers due to the increasing prevalence of chronic diseases, improving their quality of life (QoL), and to provide tools aimed at improving monitoring by professionals. Remote monitoring of health parameters and lifestyles through devices is an emerging field in healthcare. The TeNDER project incorporates a wide variety of sensors and devices that are integrated into a single platform. The aim of this paper is to provide a description of the TeNDER ecosystem at home. Methodology: Based on the specific requirements of the social and health conditions of the patients, different scenarios of the system are designed. The TeNDER architecture follows a modular structure with multiple levels of functionality to provide person-specific services which are differentiated into three entities: the Low-Level Subsystem (LLS), the High-Level Subsystem (HLS), and the Services Layer (SL). Conclusions: The use of TeNDER in home environment can improve the QoL of patients and caregivers and improve clinical care by their healthcare professionals.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","689–693","","","","","","","PETRA '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Caregivers; Chronic&nbsp; Conditions; eHealth; Multiple&nbsp; Quality of Life","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43ZB95ZY","conferencePaper","2021","Zhu, Lihua; Wei, Xuehang; Zheng, Qiwen; Wang, Yu","Research on Adaptive Target Tracking Method Based on Millimeter Wave Radar","Proceedings of the ACM Turing Award Celebration Conference - China","978-1-4503-8567-1","","10.1145/3472634.3474081","https://doi.org/10.1145/3472634.3474081","This paper introduces a target-tracking algorithm based on the millimeter-wave radar, to detect the number and positions of the indoor individuals. The proposed algorithm combines the traditional DBSCAN clustering algorithm and GMM clustering algorithm, which can adapt to the closely-distributed targets situation, with better clustering capability. Through experiments, the point cloud data obtained by the millimeter wave radar has been processed to identify the target with the proposed algorithm. Compared with the traditional DBSCAN algorithm and the GMM algorithm, the recognition result of the fusion algorithm has better robustness and can distinguish effective point from the clouds and clutter, to further accurately locate the indoor target.","2021","2026-03-02 13:40:39","2026-03-02 13:40:39","","261–265","","","","","","","ACM TURC '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","DBSCAN clustering; GMM clustering; Millimeter wave radar; Target detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJD3SGE9","book","2013","","MIIRH '13: Proceedings of the 1st ACM international workshop on Multimedia indexing and information retrieval for healthcare","","978-1-4503-2398-7","","","","It is our great pleasure to welcome you to the 2013 ACM MM Workshop on Multimedia Indexing and Information Retrieval for Healthcare – MIIRH'13. This is the first workshop on Multimedia Information Indexing and Retrieval for Healthcare and is intended to establish a platform for the continued discussion of key research issues in multimedia for healthcare, remote monitoring and treatment. Multimodal monitoring for health can take place at home, but should be discreet, unobtrusive and personalized. Theoretical, i.e. research-oriented and practical, application-specific issues related to the extraction of lifestyle, behavior and health information from multimodal data will be examined. The setup of smart homes has become of great interest lately, as the latter need to ensure accurate, reliable, discreet and cost-efficient measurements, involving, among others, privacy protection and appropriate sensor placement. Marketing of multimodal remote monitoring options also needs to be examined carefully, as independent living at home, smart homes and remote care are forecast to gain importance in years to come. Multimedia Indexing and Retrieval research is now being oriented towards this application domain of primarily importance for the society. Workshop papers and presentations will focus on the analysis of multimodal data to obtain information pertinent to healthcare problems and also examine remote monitoring solutions. Personalization, unobtrusiveness, accuracy of analysis results, data storage, retrieval, transmission, marketability and privacy concerns are among the many topics that will be discussed.The workshop will provide a forum for researchers from all over the world to share information on their latest investigations on multimedia information retrieval and indexing with healthcare applications. MIIRH is held as a one day workshop with presentations from 9:00 am to 5:00 pm with breaks and a 1-hour lunch period.The call for papers attracted many submissions from Asia, Europe, Australia and the Americas. The program committee accepted 10 papers that cover a variety of topics, including: recognition of daily living activities, analysis of therapy exercises, fall detection, context aware recommendation, experience sharing, and medical image retrieval. In addition to paper presentations, posters and demos, MIIRH will feature an invited keynote talk by Prof. Linda Shapiro on ""Image Analysis for Biomedical and Healthcare Applications"" as well as an invited talk by Prof. Jean-Francois Dartigues on ""Dementia and Dependency: a Major Challenge for the 21st century"". We hope that these proceedings will serve as a valuable reference for healthcarerelated multimedia indexing and retrieval researchers and developers.","2013","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
